,,REGION,PROVINCE,CITY/ MUNICIPALITY,"BLDG OR HOUSE NO., STREET, BRGY (as applicable)",NAME OF FACILITY,OWNERSHIP,OWNERSHIP CLASS,CLASS,SERVCE CAPABILITY,ABC,CONTACT NOS.,E-MAIL ADDRESS,VALIDITY FROM,VALIDITY UNTIL
,649,REGION 12,General Santos,General Santos City,"Cannery Road, City Heights, General Santos City","MINDANAO MEDICAL CENTER, INC.",Private,,General,Level 2,100,9177913052,mindanao_med@yahoo.com,1/1/2025,12/31/2025
,650,REGION 12,General Santos,General Santos City,"#015 Albaro street Cor. Quezon Avenue, Dadiangas North",R.O DIAGAN COOPERATIVE HOSPITAL,Private,,General,Level 1,50,9501292800,r.o_diagan0405@yahoo.com,1/1/2025,12/31/2025
,651,REGION 12,General Santos,General Santos City,"Makar Junction, National Highway, Brgy. Apopong",SARANGANI BAY SPECIALISTS MEDICAL CENTER INC.,Private,,General,Level 2,100,(083) 887 8888,sarmed.qualityassurance@gmail.com,1/1/2025,12/31/2025
,652,REGION 12,General Santos,General Santos City,"Bula-Lagao Road, Cor. Arradaza St., General Santos City",SOCSARGEN COUNTY HOSPITAL,Private,,General,Level 2,296,(083) 553 8906,socsargencountyhospital@gmail.com,1/1/2025,12/31/2025
,653,REGION 12,General Santos,General Santos City,"National Highway, General Santos City","ST. ELIZABETH HOSPITAL, INC.",Private,,General,Level 3,273,(083) 552 3162,contact@sehi.ph,1/1/2025,12/31/2025
,654,REGION 12,North Cotabato,Antipas,"National Highway, Poblacion","ANTIPAS MEDICAL SPECIALISTS HOSPITAL, INC.",Private,,General,Level 1,24,9515034645,amshi0028@gmail.com,1/1/2025,12/31/2025
,655,REGION 12,North Cotabato,Kabacan,"National Highway, Brgy Kayaga",DESERET SURGIMED HOSPITAL,Private,,General,Level 1,75,9385031121,deseretsurgimed@gmail.com,1/1/2025,12/31/2025
,656,REGION 12,North Cotabato,Kabacan,National Highway Osias,KABACAN POLYMEDIC COOPERATIVE HOSPITAL,Private,,General,Level 1,36,9491708043,kploymedic@yahoo.com,1/1/2025,12/31/2025
,657,REGION 12,North Cotabato,Kabacan,"National Highway, Brgy. Osias, Kabacan, North Cotabato","MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC.",Private,,General,Level 2,54,9301585096,mdhcci.cares@gmail.com,1/1/2025,12/31/2025
,658,REGION 12,North Cotabato,Kidapawan City,Ninoy Aquino Road Lanao,KIDAPAWAN DOCTORS HOSPITAL INC.,Private,,General,Level 2,107 (08/06/2025),9177114666,kdhiaudit@gmail.com,1/1/2025,12/31/2025
,659,REGION 12,North Cotabato,Kidapawan City,"Sudapin, Kidapawan City","KIDAPAWAN MEDICAL SPECIALISTS CENTER, INC.",Private,,General,Level 2,148,(064) 577 4553,kmsci_qa@yahoo.com,1/1/2025,12/31/2025
,660,REGION 12,North Cotabato,Kidapawan City,Quezon Boulevard Poblacion,"MADONNA MEDICAL CENTER, INC",Private,,General,Level 1,50,9435254630,mghi1977@gmail.com,1/1/2025,12/31/2025
,661,REGION 12,North Cotabato,Kidapawan City,"Osmeña Drive, Poblacion",MIDWAY HOSPITAL,Private,,General,Level 1,72,9307607795,midwayhospital@ymail.com,1/1/2025,12/13/2025
,662,REGION 12,North Cotabato,Kidapawan City,"Plaridel Street, Poblacion",ST. PEREGRINE HOSPITAL,Private,,General,Level 1,36,9811149284,sph.humanresource@gmail.com,1/1/2025,12/31/2025
,663,REGION 12,North Cotabato,Libungan,"Lucila Village, Poblacion",DR. RAMON PESANTE CLINIC & HOSPITAL INC.,Private,,General,Level 1,87,9998809681,drpchi2018@gmail.com,1/1/2025,12/31/2025
,664,REGION 12,North Cotabato,Libungan,"Zone 3, Baguer",RAYRAY GENERAL HOSPITAL INC.,Private,,General,Level 1,25,"09987938848
064-521-4115",rayraygen2022@gmail.com,10/1/2025,12/31/2025
,665,REGION 12,North Cotabato,M'lang,"Magsaysay Street Poblacion A, Mlang",CEM MEDICAL SPECIALIST HOSPITAL,Private,,General,Level 1,36,9481568997,cemmedicalspecialists@yahioo.com,1/1/2025,12/31/2025
,666,REGION 12,North Cotabato,M'lang,"JP Laurel, Poblacion A","MLANG POLYMEDIC HOSPITAL, INC.",Private,,General,Level 1,29,9778358255,mlangpolymedic_06@yahoo.com,1/1/2025,12/31/2025
,667,REGION 12,North Cotabato,M'lang,"Purok 2, Barangay Sangat, M’Lang, North Cotabato","MLANG SPECIALISTS MEDICAL CENTER (MSMC), INC.",Private,,General,Level 2,70,9466078029,msmc_exec2015@yahoo.com,1/1/2025,12/31/2025
,668,REGION 12,North Cotabato,M'lang,"M.H. Del Pilar Street Poblacion A, Mlang",ROLDAN MEDICAL CLINIC AND HOSPITAL,Private,,Specialty,Level 1,33,9338295064,roldanmch2020@gmail.com,1/1/2025,12/31/2025
,669,REGION 12,North Cotabato,Makilala,Poblacion,"MAKILALA MEDICAL SPECIALISTS HOSPITAL, INC.",Private,,General,Level 1,48,9228171627,mmshi2007@gmail.com,1/1/2025,12/31/2025
,670,REGION 12,North Cotabato,Makilala,National Highway Poblacion,"MAKILALA MIDWAY HOSPITAL, INC.",Private,,General,Level 1,48,9777439633,mmhi2018.humanresource@gmail.com,1/1/2025,12/31/2025
,671,REGION 12,North Cotabato,Midsayap,"Poblacion I, Midsayap, North Cotabato",ANECITO T. PESANTE SR. MEMORIAL HOSPITAL CO.,Private,,General,Level 2,75,064-229-9177,apsmhc@yahoo.com,1/1/2025,12/31/2025
,672,REGION 12,North Cotabato,Midsayap,Poblacion 8,COMMUNITY HEALTH SERVICE COOPERATIVE HOSPITAL,Private,,General,Level 1,52,9182341001,mcdh_012002@yahoo.com,1/1/2025,12/31/2025
,673,REGION 12,North Cotabato,Midsayap,National Highway Poblacion,MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL INC.,Private,,General,Level 1,58,9266463798,mdch03082000@gmail.com,1/1/2025,12/31/2025
,674,REGION 12,North Cotabato,Midsayap,45 Quezon Avenue Poblacion 6,MIDSAYAP DOCTORS SPECIALIST HOSPITAL INC.,Private,,General,Level 1,31,9156129884,midsayapdoctors2020@gmail.com,1/1/2025,12/31/2025
,675,REGION 12,North Cotabato,Midsayap,"Jaycee Avenue, Poblacion 2","SARA FAMILY CLINIC AND HOSPITAL, INC.",Private,,General,Level 1,30,9164252622/9500212011,sfchi0219@gmail.com,1/1/2025,12/31/2025
,676,REGION 12,North Cotabato,Pikit,"#19 Fidel Flores St, Poblacion",CRUZADO MEDICAL HOSPITAL,Private,,General,Level 1,48,9985452194,binkycruzado@yahoo.com,1/1/2025,12/31/2025
,677,REGION 12,North Cotabato,Talunan,National Highway Purok 4 Bual,BIRHEN SA REGLA HOSPITAL,Private,,General,Level 1,31,9631057763,birhenclinic@yahoo.com,1/1/2025,12/31/2025
,678,REGION 12,North Cotabato,Talunan,National Highway Sibsib,SORILLA MEDICAL AND MATERNITY CLINIC HOSPITAL,Private,,General,Level 1,35,9206138703,smmchospital1982@gmail.com,1/1/2025,12/31/2025
,679,REGION 12,South Cotabato,Banga,443-C Rizal Poblacion,"DANTOM DOCTORS' HOSPITAL, INC",Private,,General,Level 1,33,9209290304,dantomdoctors.hospital@gmail.com,1/1/2025,12/31/2025
,680,REGION 12,South Cotabato,Koronadal City,"Purok Villegas, General Santos Drive, Zone Iii, Koronadal City","ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",Private,,General,Level 2,116,(083) 228 3550,avmsci@yahoo.com,1/1/2025,12/31/2025
,681,REGION 12,South Cotabato,Koronadal City,"General Santos Drive, Zone IV, Koronadal City, South Cotabato",DR. ARTURO P. PINGOY MEDICAL CENTER,Private,,General,Level 2,100,(083) 228 2202,dchikoronadal@gmail.com,1/1/2025,12/31/2025
,682,REGION 12,South Cotabato,Koronadal City,"Judge Alba St., Zone Iii",SOCOMEDICS MEDICAL CENTER,Private,,General,Level 1,65,9517554980,socomedicsmedicalcenter@gmail.com,1/1/2025,12/31/2025
,683,REGION 12,South Cotabato,Polomolok,"700 B. Bayan Sr. St., Poblacion","BONTUYAN MEDICAL HOSPITAL, INC.",Private,,General,Level 1,50,9816451890,bmhi1964@gmail.com,1/1/2025,12/31/2025
,684,REGION 12,South Cotabato,Polomolok,Citizens Village Poblacion,HERAMIL HOSPITAL,Private,,General,Level 1,50,9175009247,heramil.hospital@gmail.com,1/1/2025,12/31/2025
,685,REGION 12,South Cotabato,Polomolok,"Cannery Road, Cannery Site",HOWARD HUBBARD MEMORIAL HOSPITAL,Private,,General,Level 2,80,083-500-2183,compliance@mmhi.ph,8/15/2025,12/31/2025
,686,REGION 12,South Cotabato,Surallah,"#85 Corner Rizal And Jacinto St., Libertad, Surallah",LANDERO CLINIC AND HOSPITAL,Private,,General,Level 1,48,9778218449,landerolaboratory@gmail.com,1/1/2025,12/31/2025
,687,REGION 12,South Cotabato,Surallah,"Diego Silang Street, Zone 1, Brgy. Libertad","LARIOSA CLINIC AND HOSPITAL, INC",Private,,General,Level 1,47,9983902404,admin.lariosa@gmail.com,1/1/2025,12/31/2025
,688,REGION 12,South Cotabato,Surallah,"674 Rosal Street, Libertad",SURALLAH COMMUNITY HOSPITAL,Private,,General,Level 1,36,9464825526,surcomhospital@gmail.com,1/1/2025,12/31/2025
,689,REGION 12,Sultan Kudarat,Ala Esperanza,"Purok Liwayway, Ala Esperanza, Sultan Kudarat","DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDATION, INC.",Private,,General,Level 2,100,(064) 543 0026,"ala_tmch@yahoo.com,",1/1/2025,12/31/2025
,690,REGION 12,Sultan Kudarat,Esperanza,"Purok Bannawag, Villamor",JOHN MARK D. VILLANUEVA MEDICAL-CLINIC AND HOSPITAL,Private,,General,Level 1,36,9171439797,2014.jmvch@gmail.com,1/1/2025,12/31/2025
,691,REGION 12,Sultan Kudarat,Esperanza,"Notre Dame Avenue, Saliao",OUR LADY OF HOPE MEDICAL CLINIC AND HOSPITAL,Private,,General,Level 1,39,9559759152,olhmch1989@yahoo.com,1/1/2025,12/31/2025
,692,REGION 12,Sultan Kudarat,Esperanza,National Highway Brgy. Saliao,ST. JUDE DOCTORS HOSPITAL,Private,,General,Level 1,30,9756822094,stjudehrd2020@gmail.com,1/1/2025,12/31/2025
,693,REGION 12,Sultan Kudarat,Isulan,"Guyabano St., Kalawag II",GALINATO FAMILY CLINIC AND HOSPITAL,Private,,General,Level 1,48,9386870361,galinatofamilyclinicandhospital@yahoo.com,1/1/2025,12/31/2025
,694,REGION 12,Sultan Kudarat,Isulan,National Highway Kalawag II,HOLY NAZARENE CLINIC AND HOSPITAL,Private,,General,Level 1,44,9568012201,holynazareneclincandhospital@gmail.com,1/1/2025,12/31/2025
,695,REGION 12,Sultan Kudarat,Isulan,National Highway Kalawag 2,MATIAS CLINIC AND HOSPITAL,Private,,General,Level 1,27,9276046943,matiaslab@2021@gmail.com,1/1/2025,12/31/2025
,696,REGION 12,Sultan Kudarat,Lambayong,"National Highway, Poblacion",EVANGELISTA MEDICAL CLINIC AND HOSPITAL,Private,,General,Level 1,34,9176752214,emch1984@yahoo.com,1/1/2025,12/31/2025
,697,REGION 12,Sultan Kudarat,President Quirino,"Purok Cadena Amor, Poblacion",IMMACULATE CONCEPTION MEDICAL CLINIC,Private,,General,Level 1,24,9066347076,immaculateconceptionmc17@yahoo.com,1/1/2025,12/31/2025
,698,REGION 12,Sultan Kudarat,Tacurong City,National Highway,LU CLINIC AND HOSPITAL,Private,,General,Level 1,20,9338131697,luclinicandhospital28@yahoo.com,1/1/2025,12/31/2025
,699,REGION 12,Sultan Kudarat,Tacurong City,National Highway Brgy. Buenaflor,QUIJANO CLINIC AND HOSPITAL INCORPORATED,Private,,General,Level 1,36,9363396156,quijano_1968@yahoo.com,1/1/2025,12/31/2025
,700,REGION 12,Sultan Kudarat,Tacurong City,"Ledesma Street, Poblacion",SANDIG MEDICAL CLINIC AND HOSPITAL,Private,,General,Level 1,50,9955805338,sandighospital1992@yahoo.com,1/1/2025,12/31/2025
,701,REGION 12,Sultan Kudarat,Tacurong City,"Purok Yellowbell, New Isabela, Tacurong City",ST. LOUIS HOSPITAL,Private,,General,Level 2,124,(064) 477 0171,stlouishospitaltacurong@gmail.com,1/1/2025,12/31/2025
,702,REGION 12,Sultan Kudarat,Tacurong City,25 National Highway Poblacion,"SULTAN KUDARAT DOCTORS HOSPITAL, INC.",Private,,General,Level 1,17,9177641461,skdoctorshos@yahoo.com,1/1/2025,12/31/2025
,703,REGION 12,Sultan Kudarat,Tacurong City,Alunan Highway,"SULTAN KUDARAT MEDICAL SPECIALISTS CENTER, INC.",Private,,General,Level 1,25,9295073303,garingo_skmsi@yahoo.com,1/1/2025,12/31/2025
,704,REGION 12,Sultan Kudarat,Tacurong City,"Lapu-Lapu Street, Brgy. Poblacion",TACURONG DOCTORS' HOSPITAL INCORPORATED,Private,,General,Level 1,30,0917-164-0681,tdhofficial2019@gmail.com,1/1/2025,12/31/2025
,705,REGION 12,Sultan Kudarat,Tacurong City,"Purok Waya-Waya, Brgy. San Emamnuel",TOMBOC-SALAYOG HOSPITAL,Private,,General,Level 2,50,064-200-6057,hrtombocsalayog@gmail.com,1/1/2025,12/31/2025
,706,REGION 13,Agusan del Norte,Butuan City,"Lot 371-1-2, South Montilla Road, Barrio Villa Kananga, Butuan City","ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BUTUAN, INC.",Private,,General,Level 2,56,9635733509,acemcbutuan@gmail.com,1/1/2025,12/31/2025
,707,REGION 13,Agusan del Norte,Butuan City,"J.C. Aquino Avenue, Butuan City","BUTUAN DOCTORS' HOSPITAL AND COLLEGE, INCORPORATED",Private,,General,Level 2,150,,butuandoctorshospital@yahoo.com.ph,1/1/2025,12/31/2025
,708,REGION 13,Agusan del Norte,Butuan City,"702 San Jose St., Butuan City","BUTUAN PUERICULTURE CENTER NO. 394, INC.",Private,,General,Level 2,50,342-70-00 connect to all department,butuan_maternity@yahoo.com,1/1/2025,12/31/2025
,709,REGION 13,Agusan del Norte,Butuan City,"2Nd St., Guingona Subd., Butuan City","HOLY CHILD COLLEGES OF BUTUAN HOSPITAL, CO.",Private,,General,Level 1,24,225-52-21 / 341-2222,hccbhospital082008@gmail.com,1/3/2025,12/31/2025
,710,REGION 13,Agusan del Norte,Butuan City,Montilla Blvd. Butuan City,MANUEL J. SANTOS HOSPITAL,Private,,General,Level 2,134,342-50-17,csjurane@mjsantos.com.ph,1/1/2025,12/31/2025
,711,REGION 13,Agusan del Sur,Bayugan City,"Maygatasan, National Hiway, Bayugan, Agusan Del Sur",BAYUGAN CITY DOCTORS HOSPITAL,Private,,General,Level 1,25,(085) 2313352,bcdh.official@gmail.com,1/1/2025,12/31/2025
,712,REGION 13,Agusan del Sur,San Francisco,"Hubang, San Francisco, Agusan Del Sur",SAN FRANCISCO DOCTORS HOSP. INC.,Private,,General,Level 2,50,231-20-27,sanfranciscodoctorshospital@gmail.com,1/1/2025,12/31/2025
,713,REGION 13,Surigao del Norte,Surigao City,"Km,4 Nat. Highway, Brgy. San Juan, Surigao City",ST. PAUL SURIGAO UNIVERSITY HOSP.,Private,,General,Level 2,60,826-20-04/ 09192169601,spsuh_a@yahoo.com,1/1/2025,12/31/2025
,714,REGION 13,Surigao del Norte,Surigao City,"Brgy. Rizal, Surigao City",SURIGAO DOCTORS' HOSPITAL,Private,,General,Level 1,50,868275177,surigaodoctorshospital2015@gmail.com,1/1/2025,12/31/2025
,715,REGION 13,Surigao del Norte,Surigao City,"Km. 1, Surigao City",SURIGAO MEDICAL CENTER INC.,Private,,General,Level 1,70,826-10-57/232-6450,surigaomedicalcenter@yahoo.com,1/1/2025,12/31/2025
,716,REGION 13,Surigao del Sur,Barobo,"National Highway, Poblacion, Barobo, Surigao del Sur",F.P. URBIZTONDO MEDICAL HOSP. INC,Private,,General,Level 1,15,99399249238,fpumhi@gmail.com,1/1/2025,12/31/2025
,717,REGION 13,Surigao del Sur,Bislig City,"Purok 1, Brgy. Cumawas, Bislig City",ANDRES SORIANO MEMORIAL HOSPITAL,Private,,General,Level 2,75,853-31-24/ 853-31-25,asmhc97@yahoo.com,1/1/2025,12/31/2025
,718,NCR,Metro Manila,Caloocan City,"849 Gen. Luis St., Bagbaguin, Caloocan City",ACEBEDO GENERAL HOSPITAL,Private,,General,Level 1,16,8935363,acebedogenhospital@yahoo.com,1/1/2025,12/31/2025
,719,NCR,Metro Manila,Caloocan City,"391 Malaria Road, Brgy. 185, Zone 16, District 1, Tala, Caloocan City","BERMUDEZ POLYMEDIC HOSPITAL, INC.",Private,,General,Level 1,20,8961-3229,bermudezhospital@yahoo.com,1/1/2025,12/31/2025
,720,NCR,Metro Manila,Caloocan City,"No. 1 Camarin Road, Brgy. 172, Camarin, Caloocan City",CAMARIN DOCTORS HOSPITAL,Private,,General,Level 2,105,8260-5952/0927-0018111,info@camarindoctorshospital.ph,1/1/2025,12/31/2025
,721,NCR,Metro Manila,Caloocan City,"Edsa, Caloocan City","MANILA CENTRAL UNIVERSITY-DR. FILEMON D. TANCHOCO, SR. MEDICAL FOUNDATION, INC.",Private,N/A,General,Level 3,81,(02) 83672031,mdo@mcufdtmf.org; mcu_medicaldirector@yahoo.com,1/1/2025,12/31/2025
,722,NCR,Metro Manila,Caloocan City,"Capt. Samano St., Area A, Camarin, Brgy. 175, Caloocan City",NODADO GENERAL HOSPITAL,Private,,General,Level 1,40,71173026/82414446,hrd.nodadogen@gmail.com,1/1/2025,12/31/2025
,723,NCR,Metro Manila,Caloocan City,"L31, B10, Quirino Highway, Bankers Village 2, Caloocan City","NORTH CALOOCAN DOCTORS HOSPITAL, INC.",Private,,General,Level 1,29,8961-5213,ncdhi@yahoo.com,1/1/2025,12/31/2025
,724,NCR,Metro Manila,Caloocan City,"8th Avenue cor. F. Roxas St., West Grace Park, Caloocan City","OUR LADY OF GRACE HOSPITAL, INC.",Private,,General,Level 1,28,83611124 to 38/09178403811,ourladyofgrace.hospital@yahoo.com,1/1/2025,12/31/2025
,725,NCR,Metro Manila,Las Piñas City,"Atlas Compound, Naga Road, Pulang Lupa Uno, Las Piñas City",A. ZARATE GENERAL HOSPITAL,Private,,General,Level 1,17,88746903,azarategeneralhospitaldx91@gmail.com,1/1/2025,12/31/2025
,726,NCR,Metro Manila,Las Piñas City,"Alabang-Zapote Rd. cor. Pelayo Village, Talon, Las Piñas City",ALABANG MEDICAL CLINIC-LAS PIÑAS BRANCH,Private,,General,Level 1,18,88742506,amc.talon@yahoo.com,1/1/2025,12/31/2025
,727,NCR,Metro Manila,Las Piñas City,"130 Real St., Pamplona Uno, District 4, Las Piñas City","CHRIST THE KING MEDICAL CENTER UNIHEALTH LAS PIÑAS, INC.",Private,,General,Level 2,30,88731119,christthekingmedicalcenter@gmail.com,1/1/2025,12/31/2025
,728,NCR,Metro Manila,Las Piñas City,"16 J. Aguilar Ave., Talon I, Las Piñas City",E. ZARATE HOSPITAL,Private,,General,Level 1,15,88711440/09199914938,e.zaratehospital@yahoo.com,1/1/2025,12/31/2025
,729,NCR,Metro Manila,Las Piñas City,"#1314 Marcos Alvarez Ave., Talon V, Las Piñas City","LAS PIÑAS CITY MEDICAL CENTER, INC.",Private,,General,Level 2,66,8800-5678/09175934944,lpcmc01@yahoo.com,1/1/2025,12/31/2025
,730,NCR,Metro Manila,Las Piñas City,"#8009 Ji Aguilar Ave., Pulanglupa 2, Las Piñas City","LAS PIÑAS DOCTORS HOSPITAL, INC.",Private,N/A,General,Level 3,130,88255236,lpdh.laspinasdoctorshospital@gmail.com,1/1/2025,12/31/2025
,731,NCR,Metro Manila,Las Piñas City,"46 Zapote-Alabang Road, Pamplona, Las Piñas City",PAMPLONA HOSPITAL AND MEDICAL CENTER INC.,Private,,General,Level 2,48,8255-4802 / 8873 0054,phmc2015inc@gmail.com,1/1/2025,12/31/2025
,732,NCR,Metro Manila,Las Piñas City,"545-E Alabang-Zapote Road, Brgy. Talon III, Las Piñas City",POPE JOHN PAUL II HOSPITAL AND MEDICAL CENTER INC.,Private,,General,Level 2,100,8826-0285,pjp2hmc.executivesecretary@gmail.com,1/1/2025,12/31/2025
,733,NCR,Metro Manila,Las Piñas City,"Alabang-Zapote Road, Las Piñas City","UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.",Private,N/A,General,Level 3,285,8880-7700 | 8874-8515,evphd_uphdmc@yahoo.com,1/1/2025,12/31/2025
,734,NCR,Metro Manila,Makati City,"Malugay Street, Barangay Bel-Air, Makati City",MAKATI LIFE MEDICAL CENTER,Private,N/A,General,Level 2,106,9190999436,makatilife.compliance@gmail.com,3/21/2025,12/31/2025
,735,NCR,Metro Manila,Makati City,"#2 Amorsolo St., Legaspi Village, Makati City",MAKATI MEDICAL CENTER,Private,N/A,General,Level 3,600,"
+632 8888 8999",mmc@makatimed.net.ph,1/1/2025,12/31/2025
,736,NCR,Metro Manila,Makati City,"#1838 Dian St., Palanan, Makati City","ST. CLARE'S MEDICAL CENTER, INC.",Private,,General,Level 2,27,831-6512/0917-6257232,SCMC1972@yahoo.com,1/1/2025,12/31/2025
,737,NCR,Metro Manila,Malabon City,"264 Gov. Pascual St., Brgy. Catmon, Malabon City",MALABON HOSPITAL AND MEDICAL CENTER INC.,Private,,General,Level 2,42,6.39952E+11,adminofficer@mhmc.com.ph,1/1/2025,12/31/2025
,738,NCR,Metro Manila,Mandaluyong City,"# 145 Haig Street, Daang Bakal, Mandaluyong City",ALLIED CARE EXPERTS (ACE) MEDICAL CENTER – MANDALUYONG INC.,Private,N/A,General,Level 2,55,8711-4268,acemcmandaluyong@gmail.com,1/1/2025,12/31/2025
,739,NCR,Metro Manila,Mandaluyong City,"#163 Edsa, Mandaluyong City",VRP MEDICAL CENTER,Private,N/A,General,Level 3,157,(02) 8464 9999,info@vrp.com.ph,1/1/2025,12/31/2025
,740,NCR,Metro Manila,Manila,"#286 Blumentritt St., Sta. Cruz, Manila",CHINESE GENERAL HOSPITAL & MEDICAL CENTER,Private,N/A,General,Level 3,592,(02) 8711 4141,info@cghmc.com.ph,1/1/2025,12/31/2025
,741,NCR,Metro Manila,Manila,"1068 Hermosa St., Manuguit, Tondo, Manila",CURE AND CARE MATERNITY HOSPITAL OPC,Private,,Specialty,Level 1,18,8252-3335,cncmh20@gmail.com,1/1/2025,12/31/2025
,742,NCR,Metro Manila,Manila,"2921 Nagtahan St., Sta. Mesa, Manila",DE OCAMPO MEMORIAL MEDICAL CENTER,Private,,General,Level 1,20,02-87151891,deocampomemorialmedicalcenter23@yahoo.com,1/1/2025,12/31/2025
,743,NCR,Metro Manila,Manila,"#1556 Laon Laan Road, Sampaloc, Manila",HOSPITAL OF THE INFANT JESUS MEDICAL CENTER,Private,N/A,General,Level 3,140,(+632) 87312771-76,hij_childcare@yahoo.com,1/1/2025,12/31/2025
,744,NCR,Metro Manila,Manila,"#667 United Nations Ave., Ermita, Manila",MANILA DOCTORS HOSPITAL,Private,N/A,General,Level 3,300,028-558-0888,info@maniladoctors.com.ph,1/1/2025,12/31/2025
,745,NCR,Metro Manila,Manila,"667 Gastambide St., Sampaloc, Manila","MARY CHILES GENERAL HOSPITAL, INC.",Private,N/A,General,Level 3,100,(632) 735-5341,marychilesgeneralhospital@gmail.com,1/1/2025,12/31/2025
,746,NCR,Metro Manila,Manila,"1221 Juan Nolasco St., Tondo, Manila","MARY JOHNSTON HOSPITAL, INC.",Private,N/A,General,Level 3,120,(02) 5318 – 6600 loc. 225,maryjohnstonhospital@yahoo.com.ph,1/1/2025,12/31/2025
,747,NCR,Metro Manila,Manila,"850 United Nations Avenue, Ermita, Manila","MEDICAL CENTER MANILA, INC.",Private,N/A,General,Level 3,200,02-85238131-65,customerservice@manilamed.com.ph,1/1/2025,12/31/2025
,748,NCR,Metro Manila,Manila,"#1357 G. Masangkay St., Sta. Cruz, Manila",METROPOLITAN MEDICAL CENTER,Private,N/A,General,Level 3,295,8-254-1111,customercare@metromedicalcenter.ph,1/1/2025,12/31/2025
,749,NCR,Metro Manila,Manila,"#46 P. Sanchez St., Sta. Mesa, Manila",OUR LADY OF LOURDES HOSPITAL,Private,N/A,General,Level 3,230,(02) 8716 3901,info@ollh.ph,1/1/2025,12/31/2025
,750,NCR,Metro Manila,Manila,"836 F. Cayco St., Sampaloc, Manila","PERPETUAL SUCCOR HOSPITAL & MATERNITY, INC.",Private,,General,Level 1,65,8731-1631 to 33,perpetual.succor@yahoo.com,1/1/2025,12/31/2025
,751,NCR,Metro Manila,Manila,"Cabildo St. Cor. San Jose St., Intramuros, Manila",SEAMEN’S HOSPITAL,Private,N/A,General,Level 3,100,(02) 8527 8116,,1/1/2025,12/31/2025
,752,NCR,Metro Manila,Manila,"2732 New Panaderos St., Sta. Ana, Manila","TRINITY WOMAN & CHILD CENTER ""THE BIRTHPLACE""",Private,N/A,General,Level 1,18,85641512,trinitydocuments@yahoo.com,1/1/2025,12/31/2025
,753,NCR,Metro Manila,Manila,"España Boulevard, Manila",UNIVERSITY OF SANTO TOMAS HOSPITAL,Private,N/A,General,Level 3,700,,usthmedicaldirectorofficial@gmail.com,1/1/2025,12/31/2025
,754,NCR,Metro Manila,Marikina City,"49 Bayan-bayanan Ave., Marikina Heights, Concepcion, Marikina City",GARCIA GENERAL HOSPITAL,Private,,General,Level 1,24,89484014,garciagenhosp@gmail.com,1/1/2025,12/31/2025
,755,NCR,Metro Manila,Marikina City,"#35 Bayan-Bayanan Avenue, Concepcion Uno, Marikina City","MARIKINA ST. VINCENT GENERAL HOSPITAL, INC.",Private,,General,Level 2,90,89480314,msvghinc.licensing@gmail.com,1/1/2025,12/31/2025
,756,NCR,Metro Manila,Marikina City,"Sumulong Highway cor. Aguinaldo St., Brgy. Santo Niño, Marikina City",MARIKINA VALLEY MEDICAL CENTER INC.,Private,,General,Level 2,151,86822222 loc 700,info@mvmc.com.ph,1/1/2025,12/31/2025
,757,NCR,Metro Manila,Marikina City,"Katipunan Rd. cor. Pio del Pilar St., Concepcion 2, Marikina City","SDS MEDICAL CENTER, INC.",Private,,General,Level 1,22,70043739/09569547049,sdsmedicalcenter@gmail.com,1/1/2025,12/31/2025
,758,NCR,Metro Manila,Marikina City,"32 Sta. Ana Ext. Cor Betelnut St., San Roque, Marikina City","ST. ANTHONY MEDICAL CENTER OF MARIKINA, INC.",Private,,General,Level 2,34,8682-2000/09084122347,samcm@saintanthony.com.ph,1/1/2025,12/31/2025
,759,NCR,Metro Manila,Marikina City,"444 J.P. Rizal St., Brgy. Sto. Nino, District 1, Marikina City",ST. VICTORIA HOSPITAL,Private,,General,Level 1,30,8942-2022 loc 114/09673827660,ubaldelevi@yahoo.com,1/1/2025,12/31/2025
,760,NCR,Metro Manila,Marikina City,"3 Toyota Ave. cor. Guerilla St., Sto. Nino, Marikina City","VILLON-TANSINSIN HOSPITAL, INC.",Private,,Specialty,Level 1,20,8942-66-69/09777057978,vtmaternityhospital1800@gmail.com,1/1/2025,12/31/2025
,761,NCR,Metro Manila,Muntinlupa City,"Alabang-Zapote Road, Muntinlupa City",ALABANG MEDICAL CENTER,Private,,General,Level 1,18,8850-2628/8807-8199/09167434076,alabangmedicalcenter@gmail.com,1/1/2025,12/31/2025
,762,NCR,Metro Manila,Muntinlupa City,"#90 ML Quezon Wawa St., Alabang, Muntinlupa",ALABANG MEDICAL CLINIC,Private,N/A,General,Level 2,30,88420680 loc 125 / 09189164756/ 88421723 loc 240,fmontillano@yahoo.com,1/1/2025,12/31/2025
