"hospital_name","source","region","province","municipality","ownership","ownership_class","class","service_capability","beds","BLDG OR HOUSE NO., STREET, BRGY (as applicable)","CONTACT NOS.","E-MAIL ADDRESS","VALIDITY FROM","VALIDITY UNTIL"
DR. MONTANO G. RAMOS GENERAL HOSPITAL CORPORATION,Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 1,"25","46 Bukidnon St., Bago Bantay, Quezon City","89276628",montano.ramos@yahoo.com.ph,"1/1/2025","12/31/2025"
"F.Y. MANALO MEDICAL FOUNDATION, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"100","Commonwealth Ave. cor. Tandang Sora Ave., Quezon City","8714-6344/096193422431",info@negh.com.ph,"1/1/2025","12/31/2025"
"FAIRVIEW GENERAL HOSPITAL, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 1,"30","Lot 20 cor. Mercury St., Fairview, Quezon City","632-89398764",fghjarin@yahoo.com,"1/1/2025","12/31/2025"
"FEU-DR. NICANOR REYES MEDICAL FOUNDATION, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 3,"300","Regalado Avenue Cor. Dahlia, West Fairview, Quezon City",(02)-3427-0213,info@feu-nrmf.ph,"1/1/2025","12/31/2025"
"GEN. MIGUEL MALVAR MEDICAL RESEARCH
FOUNDATION, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 1,"46","531 Commonwealth Avenue, Quezon City","89328517",gen.malvarhospital@yahoo.com,"1/1/2025","12/31/2025"
"METRO NORTH MEDICAL CENTER AND HOSPITAL, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"80","1001 Mindanao Avenue, Brgy. Bahay Toro, Quezon City","8426-8000 local 8149/09171341342",metronorthmedicalcenter@yahoo.com,"1/1/2025","12/31/2025"
"NOVALICHES GENERAL HOSPITAL, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"60","793 Quirino Highway, Brgy. Gulod, Novaliches Quezon City","8426-8888",nghi@novagen.com.ph,"1/1/2025","12/31/2025"
"PACIFIC GLOBAL MEDICAL CENTER, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"100","Lot 2b, Mindanao Avenue, Brgy. Talipapa, Novaliches, Quezon City","82487400/79014941 loc. 2002/09178149697",pgmcinc@yahoo.com.ph,"1/1/2025","12/31/2025"
"PROVIDENCE HOSPITAL, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"75","1515 Quezon Ave., West Triangle, Quezon City","8558-6999/09178345032",phi.admin@providencehospital.com.ph,"1/1/2025","12/31/2025"
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 1,"18","Quirino Highway, Brgy. Pasong Putik, Novaliches, Quezon City","82989533",lagro.sanlorenzohospital@gmail.com,"1/1/2025","12/31/2025"
ST. LUKE’S MEDICAL CENTER,Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 3,"509","#279 E. Rodriguez Sr. Blvd., Quezon City","8723-0101",customer.qc@stlukes.com.ph,"1/1/2025","12/31/2025"
UNITED DOCTORS MEDICAL CENTER,Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 2,"30","6 N. Ramirez St., Brgy. Don Manuel, Quezon City","8400-4865/09937649372",admin@udmc.com.ph,"1/1/2025","12/31/2025"
"UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 3,"307","Aurora Boulevard, Quezon City","8715-0861",admission@uerm.edu.ph,"1/1/2025","12/31/2025"
"UROLOGY CENTER OF THE PHILIPPINES, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",Specialty,Level 1,"16","62 Maginoo St., Diliman, Quezon City","02-89902373",urologycenterpi@yahoo.com,"1/1/2025","12/31/2025"
"WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.",Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 1,"30","23 Buenamar St., Novaliches, Quezon City","9178515790",hopegeneralhospital@yahoo.com,"1/1/2025","12/31/2025"
WORLD CITI MEDICAL CENTER,Private,NCR,Metro Manila,Quezon City,Private,"",General,Level 3,"120","#960 Aurora Blvd., Brgy. Bagong Buhay, Quezon City","9177085843",inquiry@worldcitimedicalcenter.com,"1/1/2025","12/31/2025"
BICUTAN MEDICAL CENTER INC.,Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 2,"100","191 M. L. Quezon St., Barangay New Lower Bicutan, Taguig City","09171376627/8538-1280",bmcihrdava@gmail.com,"1/1/2025","12/31/2025"
CRUZ-RABE MATERNITY & GENERAL HOSPITAL,Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 1,"25","37 Gen. Luna St., Brgy. Tuktukan, Taguig City","86423433/09189042480",cruzrabe@gmail.com,"1/1/2025","12/31/2025"
DR. SABILI HEALTH SERVICES CORPORATION,Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 1,"40","313 Gen. Santos Avenue, Lower Bicutan, Taguig City","8837-0917",sabilihospital@yahoo.com,"1/1/2025","12/31/2025"
HEALTHWAY CANCER CARE CENTER,Private,NCR,Metro Manila,Taguig City,Private,"",Specialty,Level 3,"34","Lot 26, Bagsakan Road, FTI Complex, Special Economic Zone, Western, Bicutan, Taguig City","7777 2273",care@healthway.com.ph,"1/1/2025","12/31/2025"
"MEDICAL CENTER OF TAGUIG CITY, INC.",Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 2,"80","Lot 1B - Levi B. Mariano Avenue, Barangay Ususan, Taguig City","09176384367/88886264",mctaguig@gmail.com,"1/1/2025","12/31/2025"
"RECUENCO GENERAL HOSPITAL, INC.",Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 1,"12","68 Sampaloc Extension, North Signal Village, Taguig City","88085950","recuencogeneralhospitalinc@gmail.com, recuencomedical@gmail.com","1/1/2025","12/31/2025"
ST. LUKE’S MEDICAL CENTER – GLOBAL CITY,Private,NCR,Metro Manila,Taguig City,Private,"",General,Level 3,"528","Rizal Drive Corner 32Nd Street And 5Th Avenue, Bonifacio Global City, Taguig","","","1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER VALENZUELA, INC.",Private,NCR,Metro Manila,Valenzuela City,Private,"",General,Level 2,"82","548 Mc Arthur Highway Malanday Valenzuela City","8366-0000/09178294482",acemc_valenzuela@yahoo.com,"1/1/2025","12/31/2025"
CALALANG GENERAL HOSPITAL,Private,NCR,Metro Manila,Valenzuela City,Private,"",General,Level 1,"24","MacArthur Highway corner 4th St., Marulas, Valenzuela City","82916802",calalang2016@gmail.com,"1/1/2025","12/31/2025"
FATIMA UNIVERSITY MEDICAL CENTER,Private,NCR,Metro Manila,Valenzuela City,Private,"",General,Level 3,"150","120 Mcarthur Highway, Marulas, Valenzuela City","82916538",fumcwebemail@gmail.com,"1/1/2025","12/31/2025"
"VALENZUELA CITICARE MEDICAL CENTER - TIMOG HILAGA PROVIDENCE GROUP, INC.",Private,NCR,Metro Manila,Valenzuela City,Private,"",General,Level 2,"40","Km. 14 McArthur Highway, Malinta, Valenzuela City","88609331",aalba@citicare.com.ph,"1/1/2025","12/31/2025"
"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 3,"170","C.V.Ramos Avenue, Taculing, Bacolod City, Negros Occidental",(034) 488 7777,mjavelosa@adventisthealth-bcd.com,"1/1/2025","12/31/2025"
BACOLOD QUEEN OF MERCY HOSPITAL,Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 2,"120","Eroreco LN Drive, Brgy. Mandalagan","034-485-2764, 431-3207",bqmhospital2018@gmail.com,"1/1/2025","12/31/2025"
DR. PABLO O. TORRE MEMORIAL HOSPITAL,Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 3,"283","B. Aquino Drive., Brgy. 5, Bacolod City, Negros Occidental",(034) 432-7624,totalqualitydivision@rivermedcenter.net,"1/1/2025","12/31/2025"
METRO BACOLOD HOSPITAL AND MEDICAL CENTER,Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 2,"80","Burgos Extension, Camingawan, Brgy. Estefania","034-488-7288",metrobacolodhospitalmedcenter@gmail.com,"1/1/2025","12/31/2025"
"SOUTH BACOLOD GENERAL HOSPITAL AND MEDICAL CENTER, INC.",Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 2,"40","Araneta Highway, Pahanocoy","034-704-2911 to 2914",sbgh@sbghmcl.com,"1/1/2025","12/31/2025"
"THE DOCTORS' HOSPITAL, INC.",Private,NIR,Negros Occidental,Bacolod City,Private,"",General,Level 3,"169","B.S. Aquino Drive, Brgy. Villamonte, Bacolod City, Negros Occidental",(034) 468-2100,licensing@thedoctorshospital.com,"1/1/2025","12/31/2025"
HINIGARAN DOCTORS HOSPITAL INC.,Private,NIR,Negros Occidental,Hinigaran,Private,"",General,Level 1,"32","Corner M.H. del Pilar and Luna Streets, Brgy. III (Poblacion), Hinigaran, Negros Occidental","9931632630",hinigaranhdhi@gmail.com,"8/13/2025","12/31/2025"
HOLY MOTHER OF MERCY HOSPITAL,Private,NIR,Negros Occidental,Kabankalan City,Private,"",General,Level 2,"103","Highway Mabinay, Don Emilio Village, Barangay 9","034-471-8881 to 85",hmomhkab@gmail.com,"1/1/2025","12/31/2025"
NORTHLAND HOSPITAL,Private,NIR,Negros Occidental,Manapla,Private,"",General,Level 1,"30","Provincial Road & National Highway, Brgy.1-A, Manapla, Negros Occidental","9088160420",ramongustilohospital@gmail.com,"1/1/2025","12/31/2025"
"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",Private,NIR,Negros Occidental,Sagay City,Private,"",General,Level 1,"25","National Highway, Brgy. Poblacion 2","034-488-0868",lodifhi@gmail.com,"1/1/2025","12/31/2025"
"SAN CARLOS DOCTORS’ HOSPITAL, INC.",Private,NIR,Negros Occidental,San Carlos City,Private,"",General,Level 1,"40","C.L. Ledesma Avenue, Brgy. 1","034-312-5609",scdhofficerincharge@gmail.com,"1/1/2025","12/31/2025"
ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BAYAWAN INC.,Private,NIR,Negros Oriental,Bayawan City,Private,"",General,Level 1,"100","Integrated Business Center, Brgy Villareal, Bayawan City, Negros Oriental",(035) 523-6594; 0935-182-2251,acemcbayawan@yahoo.com,"1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) DUMAGUETE DOCTORS, INC.",Private,NIR,Negros Oriental,Dumaguete City,Private,"",General,Level 2,"110","F. Cimafranca Street, Daro, Dumaguete City, Negros Oriental",(035) 523-5957; 421-2119,acedumaguetedoctors@yahoo.com.ph,"1/1/2025","12/31/2025"
HOLY CHILD HOSPITAL,Private,NIR,Negros Oriental,Dumaguete City,Private,"",General,Level 2,"70","Bishop Epifanio Surban St. Dumaguete City, Negros Oriental",(035) 421-0991 loc. 200,holychildhospital@gmail.com,"1/1/2025","12/31/2025"
"SUMC FOUNDATION, INC.",Private,NIR,Negros Oriental,Dumaguete City,Private,"",General,Level 3,"300","V. Aldecoa Sr. Road, Daro, Dumaguete City, Negros Oriental",(035) 420-2000; 225-0841,silliman.medical@yahoo.com; sumcfi_99@yahoo.com,"1/1/2025","12/31/2025"
NEGROS POLYMEDIC HOSPITAL,Private,NIR,Negros Oriental,Sibulan,Private,"",General,Level 2,"70","North Nat'l Highway, Tubtubon, Sibulan, Negros Oriental",(035) 419-2112,ajr@negrospolymedic.com,"1/1/2025","12/31/2025"
ASSUMPTA FAMILY HOSPITAL,Private,CORDILLERA,Abra,Bangued,Private,"",General,Level 1,"17","Magallanes St., Zone 5","9177997644",assumpta_815@yahoo.com.ph,"1/1/2025","12/31/2025"
BANGUED CHRISTIAN HOSPITAL,Private,CORDILLERA,Abra,Bangued,Private,"",General,Level 1,"17","Torrijos St., Zone 5","9979841023",banguedchristianhospital@yahoo.com.ph,"1/1/2025","12/31/2025"
DR. PETRONILO V. SEARES SR. MEMORIAL HOSPITAL,Private,CORDILLERA,Abra,Bangued,Private,"",General,Level 1,"24","Peñarrubia St., Zone","09353388157/
09677608595",petronilo_seares@yahoo.com.ph,"1/1/2025","12/31/2025"
BAGUIO MEDICAL CENTER,Private,CORDILLERA,Benguet,Baguio City,Private,"",General,Level 1,"17",Military Cut-Off,"9175022110",bmc68claridad@yahoo.com,"1/1/2025","12/31/2025"
NOTRE DAME DE CHARTRES HOSPITAL,Private,CORDILLERA,Benguet,Baguio City,Private,"",General,Level 2,"125",General Luna Rd.,"074-304-5960",admin@notredamebaguio.com,"1/1/2025","12/31/2025"
SAINT LOUIS UNIVERSITY - SACRED HEART MEDICAL CENTER,Private,CORDILLERA,Benguet,Baguio City,Private,"",General,Level 3,"120",Assumption Rd.,"442-5624",fmbautista@slu.edu.ph,"1/1/2025","12/31/2025"
"LUTHERAN HOSPITAL, INC.",Private,CORDILLERA,Benguet,Buguias,Private,"",General,Level 1,"18",Abatan,"9504886664",lutheranhospitalhroffice@gmail.com,"1/1/2025","12/31/2025"
CORDILLERA HOSPITAL OF THE DIVINE GRACE,Private,CORDILLERA,Benguet,La Trinidad,Private,"",General,Level 2,"110",Puguis,"9778012334",info@cordillerahospital.com,"1/1/2025","12/31/2025"
ALMORA GENERAL HOSPITAL,Private,CORDILLERA,Kalinga,Tabuk City,Private,"",General,Level 1,"50",Bulanao,"9996963027",almorageneralhospital@yahoo.com,"1/1/2025","12/31/2025"
HOLY TRINITY MEDICAL CLINIC,Private,CORDILLERA,Kalinga,Tabuk City,Private,"",General,Level 1,"50",Bulanao,"9276632582",htmcbulanao@yahoo.com,"1/1/2025","12/31/2025"
SAN JUAN GENERAL HOSPITAL,Private,CORDILLERA,Kalinga,Tabuk City,Private,"",General,Level 1,"15",San Juan,"074-627-7136",sjgh2019@yahoo.com,"1/1/2025","12/31/2025"
ST. PETER CLAVER HOSPITAL,Private,CORDILLERA,Kalinga,Tabuk City,Private,"",General,Level 1,"18",Dagupan Centro,"9959857717",stpetertabuk@gmail.com,"1/1/2025","12/31/2025"
"THE ST. THEODORE OF TARSUS HOSPITAL FOUNDATION, INC.",Private,CORDILLERA,Mountain Province,Sagada,Private,"",General,Level 1,"17","Staunton Rd., Poblacion","9176296084",sth_tarsus@yahoo.com,"1/1/2025","12/31/2025"
BANGUI DISTRICT HOSPITAL,Government,REGION 1,Ilocos Norte,Bangui,Government,LGU,General,Level 1,"25",Brgy. Abaca,"077-676-1158
09171580029
09204689353",banguidh@gmail.com,"1/1/2025","12/31/2025"
MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,Government,REGION 1,Ilocos Norte,Batac,Government,DOH RETAINED,General,Level 3,"400","Barangay 6, San Julian, Batac, Ilocos Norte","9171369594",mmmhmc.cao@gmail.com,"1/1/2025","12/31/2025"
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,Government,REGION 1,Ilocos Norte,Laoag City,Government,LGU,General,Level 2,"100","Brgy. 23 San Matias, P. Gomez St.","772-0303","
pho_grbasmh@yahoo.com","1/1/2025","12/31/2025"
LAOAG CITY GENERAL HOSPITAL,Government,REGION 1,Ilocos Norte,Laoag City,Government,LGU,General,Level 1,"50",Brgy. 46 Nalbo,"077-670-6304
09955817054
09338708355",lcgh_lc@yahoo.com,"1/1/2025","12/31/2025"
CITY OF CANDON HOSPITAL,Government,REGION 1,Ilocos Sur,Candon City,Government,LGU,General,Level 2,"25",San. Nicolas,"742-5675","cityofcandonhospital@
yahoo.com","1/1/2025","12/31/2025"
ILOCOS SUR MEDICAL CENTER,Government,REGION 1,Ilocos Sur,Candon City,Government,DOH RETAINED,General,Level 2,"200",Parioc Primero,"9164976615",ilocossurmedicalcenter@gmail.com,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES,Government,REGION 1,Ilocos Sur,Cervantes,Government,LGU,General,Level 1,"25",National Road,"09090775565
09481525134",bessangpassmemorialhospital@yahoo.com,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-MAGSINGAL,Government,REGION 1,Ilocos Sur,Magsingal,Government,LGU,General,Level 1,"25",Sta. Monica,"077-604-0577
09361982146",hospitalmagsingaldistrict@yahoo.com,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-NARVACAN,Government,REGION 1,Ilocos Sur,Narvacan,Government,LGU,General,Level 1,"50",Paratong,"077-604-0271
09172172115
09060215440",cisdhhospital@yahoo.com,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-STA LUCIA,Government,REGION 1,Ilocos Sur,Santa Lucia,Government,LGU,General,Level 1,"25","National Highway, San Juan","09209141967
09151633280",staluciadistricthospital@yahoo.com.ph,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-SINAIT,Government,REGION 1,Ilocos Sur,Sinait,Government,LGU,General,Level 1,"25","Maharlika Highway, Brgy. Curtin","077-728-8094 /
09175700940
09538834158",isdhsinait@gmail.com,"1/1/2025","12/31/2025"
ILOCOS SUR DISTRICT HOSPITAL-TAGUDIN,Government,REGION 1,Ilocos Sur,Tagudin,Government,LGU,General,Level 1,"50",Bio,"077-748-7015 /
09190977594",tagudin_hospital@yahoo.com,"1/1/2025","12/31/2025"
ILOCOS SUR PROVINCIAL HOSPITAL GABRIELA SILANG,Government,REGION 1,Ilocos Sur,Vigan City,Government,LGU,General,Level 2,"100",Quirino Blvd. Tamag,"674-1813",pho_gabriela@yahoo.com,"1/1/2025","12/31/2025"
LA UNION MEDICAL CENTER,Government,REGION 1,La Union,Agoo,Government,LGU,General,Level 2,"100",Nazareno,"607-5938
09273298668",lumc_official02@yahoo.com,"1/1/2025","12/31/2025"
BACNOTAN DISTRICT HOSPITAL,Government,REGION 1,La Union,Bacnotan,Government,LGU,General,Level 1,"25",Poblacion,"072-607-4044 /
09171734922",bdh_bacnotan@yahoo.com,"1/1/2025","12/31/2025"
BALAOAN DISTRICT HOSPITAL,Government,REGION 1,La Union,Balaoan,Government,LGU,General,Level 1,"25",Bungol,"072-603-0280
09171899259",bldh_balaoan@gmail.com,"1/1/2025","12/31/2025"
CABA DISTRICT HOSPITAL,Government,REGION 1,La Union,Caba,Government,LGU,General,Level 1,"15",Poblacion Sur,"09125559918
09564817840",cdh@launion.gov.ph,"1/1/2025","12/31/2025"
NAGUILIAN DISTRICT HOSPITAL,Government,REGION 1,La Union,Naguilian,Government,LGU,General,Level 1,"25",Natividad,"072-609-1853 /
09209696745",ndh@launion.gov.ph,"1/1/2025","12/31/2025"
ROSARIO DISTRICT HOSPITAL,Government,REGION 1,La Union,Rosario,Government,LGU,General,Level 1,"25",Concepcion,"072-687-0456/9988
09088101985",rdh@launion.gov.ph,"1/1/2025","12/31/2025"
ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,Government,REGION 1,La Union,San Fernando City,Government,DOH RETAINED,General,Level 3,"306","Barangay Parian, San Fernando City, La Union","

0912-016-0904",nmr.itrmc20@gmail.com,"1/1/2025","12/31/2025"
WESTERN PANGASINAN DISTRICT HOSPITAL,Government,REGION 1,Pangasinan,Alaminos City,Government,LGU,General,Level 1,"75","Sabaro, Poblacion","075-632-3810",wpdhalaminosnew@yahoo.com,"1/1/2025","12/31/2025"
ASINGAN COMMUNITY HOSPITAL (SANTIAGO ABELLA GINEZ SR. MEM'L HOSPITAL),Government,REGION 1,Pangasinan,Asingan,Government,LGU,General,Level 1,"24",Dupac,"9176256067",asinhosp@yahoo.com,"1/1/2025","12/31/2025"
BAYAMBANG DISTRICT HOSPITAL,Government,REGION 1,Pangasinan,Bayambang,Government,LGU,General,Level 1,"89",Bical Norte,"075-592-2958
09274265542",bayambang_districthospital80@yahoo.com,"1/1/2025","12/31/2025"
BOLINAO COMMUNITY HOSPITAL,Government,REGION 1,Pangasinan,Bolinao,Government,LGU,General,Level 1,"25",Sampaloc,"09267271282/
09778509125",bolinao_y_ch@ymail.com,"1/1/2025","12/31/2025"
REGION 1 MEDICAL CENTER,Government,REGION 1,Pangasinan,Dagupan City,Government,DOH RETAINED,General,Level 3,"300","Arellano St., Dagupan City","653-7162",region1mc@gmail.com,"1/1/2025","12/31/2025"
DASOL COMMUNITY HOSPITAL (COL. DOMINGO A. VALDEZ MEMORIAL HOSPITAL),Government,REGION 1,Pangasinan,Dasol,Government,LGU,General,Level 1,"20",Bobonot,"9071401444",dasolcommunityhospital@gmail.com,"1/1/2025","12/31/2025"
LINGAYEN DISTRICT HOSPITAL (DON MARIANO C. VERSOZA MEMORIAL HOSPITAL),Government,REGION 1,Pangasinan,Lingayen,Government,LGU,General,Level 1,"40","Jimenez St., Poblacion","075-542-2295
09223852982",ldh_pang@yahoo.com,"1/1/2025","12/31/2025"
MANAOAG COMMUNITY HOSPITAL,Government,REGION 1,Pangasinan,Manaoag,Government,LGU,General,Level 1,"25",Baritao,"075-519-4833
09152720326
09658720800",manch2021@gmail.com,"1/1/2025","12/31/2025"
MANGATAREM DISTRICT HOSPITAL,Government,REGION 1,Pangasinan,Mangatarem,Government,LGU,General,Level 1,"25",Casilagan,"9688703888",mangataremdistricthospital@gmail.com,"1/1/2025","12/31/2025"
MAPANDAN COMMUNITY HOSPITAL,Government,REGION 1,Pangasinan,Mapandan,Government,LGU,General,Level 1,"20","24 Fire Tree St. Poblacion","075-632-0491
09464972619
09953624226",mapandancommhosp@yahoo.com,"1/1/2025","12/31/2025"
POZORRUBIO COMMUNITY HOSPITAL,Government,REGION 1,Pangasinan,Pozorrubio,Government,LGU,General,Level 1,"44",Talogtog,"075-632-3978
09423492121",pozmunhospitall@gmail.com,"1/1/2025","12/31/2025"
CONRADO F. ESTRELLA REGIONAL MEDICAL AND TRAUMA CENTER,Government,REGION 1,Pangasinan,Rosales,Government,DOH RETAINED,General,Level 2,"103",Government Center Carmay East,"0755296863 /
09177819724",cfermtc@gmail.com,"1/1/2025","12/31/2025"
PANGASINAN PROVINICIAL HOSPITAL,Government,REGION 1,Pangasinan,San Carlos City,Government,LGU,General,Level 2,"250",Bolingit,"0933-4637274",desu.pph@gmail.com,"1/1/2025","12/31/2025"
EASTERN PANGASINAN DISTRICT HOSPITAL,Government,REGION 1,Pangasinan,Tayug,Government,LGU,General,Level 2,"150",New Magallanes,"0926-3000057
09663204020",epdh_tayug@yahoo.com,"1/1/2025","12/31/2025"
UMINGAN COMMUNITY HOSPITAL,Government,REGION 1,Pangasinan,Umingan,Government,LGU,General,Level 1,"15","Burgos St., Poblacion West","075-5776-5033
09338198389",uminganch@yahoo.com,"1/1/2025","12/31/2025"
URDANETA DISTRICT HOSPITAL (DON AMADEO J. PEREZ SR. MEMORIAL GENERAL HOSPITAL),Government,REGION 1,Pangasinan,Urdaneta,Government,LGU,General,Level 1,"110",Dilan Paurido,"075-6636-0690
075- 523-1037
09171462568",urdanetadistricthospital@gmail.com,"1/1/2025","12/31/2025"
BATANES GENERAL HOSPITAL,Government,REGION 2,Batanes,Basco,Government,DOH RETAINED,General,Level 2,"75","National Road, Kayhuvokan","9190996724",bataneshospital@gmail.com,"1/1/2025","12/31/2025"
APARRI PROVINCIAL HOSPITAL,Government,REGION 2,Cagayan,Aparri,Government,LGU,General,Level 1,"50","National Highway, Toran",(078) 377-3207 09363718430,aparriprovincialhospital@gmail.com,"1/1/2025","12/31/2025"
BALLESTEROS DISTRICT HOSPITAL,Government,REGION 2,Cagayan,Ballesteros,Government,LGU,General,Level 1,"25",Cabuluan West,(078) 255 4683 09569152768,ballesterosdistricthospital@gmail.com,"1/1/2025","12/31/2025"
MATILDE A. OLIVAS DISTRICT HOSPITAL,Government,REGION 2,Cagayan,Camalaniugan,Government,LGU,General,Level 1,"17",Gen. Batalla,(078) 377-1041 09668619798,matildeaolivas@yahoo.com,"1/1/2025","12/31/2025"
ALFONSO PONCE ENRILE MEMORIAL DISTRICT HOSPITAL,Government,REGION 2,Cagayan,Gonzaga,Government,LGU,General,Level 1,"25",Barangay Smart,(078) 377-7499 09171803057,apemdhospital@gmail.com,"1/1/2025","12/31/2025"
